División,clase,orden,familia,Hierba,Color,longitud,latitud,tipovegetacionmapa,altitudmapa
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.1411,25.0444,Matorral Submontano,1103.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.53925,25.098417,Matorral Desertico Rosetofilo,2090.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.160278,26.3875,Matorral Submontano,674.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.53925,25.098417,Matorral Desertico Rosetofilo,2090.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.325,24.875,Matorral Desertico Rosetofilo,1992.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.633333,25.15,Matorral Desertico Microfilo,2034.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.316667,24.866667,Matorral Desertico Rosetofilo,2005.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.633333,25.15,Matorral Desertico Microfilo,2034.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.381969,25.535225,Matorral Submontano,887.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.523686,25.849322,Matorral Submontano,1186.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.381944,25.535278,Matorral Submontano,887.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.31,26.01,Mezquital,142.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.375,26.591667,Matorral Submontano,916.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.511944,21.009167,Matorral Submontano,1008.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.325,23.59,Mezquital,662.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.76,24.66,Matorral Desertico Microfilo,1785.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.1,31.233333,Matorral Desertico Microfilo,512.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.208333,30.858333,Matorral Desertico Microfilo,509.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.375,31.091667,Matorral Desertico Microfilo,541.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.275,30.925,Matorral Desertico Microfilo,688.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.541667,31.208333,Chaparral,1663.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.441667,31.341667,Matorral Desertico Microfilo,819.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-113.751667,28.745,Matorral Desertico Rosetofilo,466.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-112.058333,26.425,Matorral Sarcocrasicaule,690.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-113.008333,27.591667,Matorral Sarcocaule,1237.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-113.075,27.608333,Matorral Sarcocaule,858.0
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.681667,21.0725,Matorral Submontano,1873.0
Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hierba,Blanca,-99.325,24.441667,Matorral Submontano,271.0
Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hierba,Blanca,-97.790561,24.278611,Matorral Espinoso Tamaulipeco,9.0
Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hierba,Blanca o verde,-115.762989,30.000869,Matorral Rosetofilo Costero,130.0
Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hierba,Blanca o verde,-105.4,28.6,Matorral Desertico Microfilo,1093.0
Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hierba,Blanca o verde,-101.45,25.55,Matorral Desertico Rosetofilo,1247.0
Magnoliophyta,Magnoliopsida,Apiales,Apiaceae,Hierba,Blanca o verde,-100.808333,25.225,Matorral Desertico Rosetofilo,2152.0
Magnoliophyta,Magnoliopsida,Aristolochiales,Aristolochiaceae,Hierba,Blanca a rosa,-113.075,27.625,Matorral Sarcocaule,987.0
Magnoliophyta,Magnoliopsida,Aristolochiales,Aristolochiaceae,Hierba,Blanca a rosa,-111.35,25.78,Matorral Sarcocaule,606.0
Magnoliophyta,Magnoliopsida,Aristolochiales,Aristolochiaceae,Hierba,Blanca a rosa,-111.55,25.88,Matorral Sarcocaule,468.0
Magnoliophyta,Magnoliopsida,Aristolochiales,Aristolochiaceae,Hierba,Blanca a rosa,-113.041667,27.541667,Matorral Sarcocaule,798.0
Magnoliophyta,Magnoliopsida,Aristolochiales,Aristolochiaceae,Hierba,Blanca a rosa,-110.791667,24.825,Matorral Sarcocaule,432.0
Magnoliophyta,Magnoliopsida,Aristolochiales,Aristolochiaceae,Hierba,Blanca a rosa,-112.408333,27.008333,Matorral Sarcocaule,838.0
Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hierba,Blanca a rosa,-105.241756,27.723778,Matorral Desertico Rosetofilo,1931.0
Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hierba,Blanca a rosa,-103.554722,27.4325,Matorral Desertico Rosetofilo,1445.0
Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hierba,Blanca a rosa,-101.308333,25.058333,Matorral Desertico Rosetofilo,2056.0
Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hierba,Blanca a rosa,-100.825,27.041667,Matorral Submontano,703.0
Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hierba,Blanca a rosa,-101.76838,26.58608,Matorral Desertico Microfilo,1026.0
Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,Hierba,Blanca a rosa,-102.456542,27.147319,Matorral Desertico Rosetofilo,1575.0
Magnoliophyta,Magnoliopsida,Batales,Bataceae,Sufrútice,Blanca,-110.162778,23.302778,Matorral Sarcocaule,16.0
Magnoliophyta,Magnoliopsida,Batales,Bataceae,Sufrútice,Blanca,-110.733333,24.681667,Matorral Sarcocaule,9.0
Magnoliophyta,Magnoliopsida,Batales,Bataceae,Sufrútice,Blanca,-112.188333,24.960556,Vegetacion de Dunas Costeras,7.0
Magnoliophyta,Magnoliopsida,Batales,Bataceae,Sufrútice,Blanca,-112.067222,25.486389,Manglar,8.0
Magnoliophyta,Magnoliopsida,Batales,Bataceae,Sufrútice,Blanca,-111.487806,24.571306,Matorral Desertico Microfilo,38.0
Magnoliophyta,Magnoliopsida,Batales,Bataceae,Sufrútice,Blanca,-111.710972,24.381722,Matorral Sarcocaule,11.0
Magnoliophyta,Magnoliopsida,Boraginales,Boraginaceae,Hierba,Amarilla,-113.308333,31.741667,Vegetacion de Desiertos Arenosos,147.0
Magnoliophyta,Magnoliopsida,Boraginales,Boraginaceae,Hierba,Amarilla,-113.308333,31.741667,Vegetacion de Desiertos Arenosos,147.0
Magnoliophyta,Magnoliopsida,Boraginales,Boraginaceae,Hierba,Amarilla,-113.308333,31.741667,Vegetacion de Desiertos Arenosos,147.0
Magnoliophyta,Magnoliopsida,Boraginales,Boraginaceae,Hierba,Blanca,-97.491667,17.591667,Bosque de Encino-Pino,2459.0
Magnoliophyta,Magnoliopsida,Boraginales,Boraginaceae,Hierba,Blanca,-97.658333,18.208333,Selva Baja Caducifolia,2031.0
Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Hierba,Blanca,-116.53,32.28,Chaparral,394.0
Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Hierba,Amarilla,-116.599917,32.000028,Chaparral,584.0
Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Hierba,Amarilla,-115.85,32.03,Chaparral,1635.0
Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Hierba,Morada,-116.075,31.241667,Chaparral,234.0
Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Hierba,Morada,-115.558333,31.225,Chaparral,1346.0
Magnoliophyta,Magnoliopsida,Capparales,Brassicaceae,Hierba,Morada,-115.708333,30.875,Matorral Rosetofilo Costero,869.0
Magnoliophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Arbusto,Amarilla-verdosas,-109.925,24.308333,Matorral Sarcocaule,106.0
Magnoliophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Arbusto,Amarilla-verdosas,-110.775,25.608333,Matorral Sarcocaule,81.0
Magnoliophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Arbusto,Amarilla-verdosas,-111.875,27.441667,Matorral Sarcocaule,154.0
Magnoliophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Arbusto,Blanco-amarillento,-111.441667,26.375,Matorral Sarcocaule,54.0
Magnoliophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Arbusto,Blanco-amarillento,-112.375,26.941667,Matorral Sarcocaule,744.0
Magnoliophyta,Magnoliopsida,Caryophyllales,Achatocarpaceae,Arbusto,Blanco-amarillento,-110.019597,23.992606,Matorral Sarcocaule,77.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Árbol,Blanca,-99.151758,19.014847,Bosque Mesofilo de Montana,2221.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Árbol,Blanca a lila,-116.48,31.86639,Chaparral,384.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Árbol,Blanca a lila,-99.151758,19.014847,Bosque Mesofilo de Montana,2221.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Arbusto,Blanca,-101.23,23.455667,Matorral Desertico Microfilo,2223.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Arbusto,Blanca,-101.23,23.455667,Matorral Desertico Microfilo,2223.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Arbusto,Blanca a lila,-101.23,23.455667,Matorral Desertico Microfilo,2223.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Arbusto,Blanca,-101.23,23.455667,Matorral Desertico Microfilo,2223.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Arbusto,Blanca a lila,-101.23,23.455667,Matorral Desertico Microfilo,2223.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Arbusto,Blanca a lila,-101.23,23.455667,Matorral Desertico Microfilo,2223.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Árbol,Blanca,-99.83495,23.48088,Matorral Desertico Rosetofilo,1816.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Árbol,Blanca,-99.666667,23.333333,Bosque de Tascate,1816.0
Magnoliophyta,Magnoliopsida,Celastrales,Aquifoliaceae,Árbol,Blanca,-99.677219,23.235831,Matorral Desertico Microfilo,1584.0
Magnoliophyta,Magnoliopsida,Dipsacales,Viburnaceae,Árbol  ,Blanca,-110.23,29.99,Mezquital,666.0
Magnoliophyta,Magnoliopsida,Dipsacales,Viburnaceae,Árbol  ,Blanca,-111.858333,31.025,Matorral Desertico Microfilo,631.0
Magnoliophyta,Magnoliopsida,Dipsacales,Viburnaceae,Árbol  ,Blanca,-111.234444,31.175556,Matorral Desertico Microfilo,949.0
Magnoliophyta,Magnoliopsida,Dipsacales,Viburnaceae,Árbol  ,Blanco-amarillento,-116.375,32.391667,Chaparral,892.0
Magnoliophyta,Magnoliopsida,Dipsacales,Viburnaceae,Árbol  ,Blanco-amarillento,-116.675,31.908333,Chaparral,88.0
Magnoliophyta,Magnoliopsida,Dipsacales,Viburnaceae,Árbol  ,Blanco-amarillento,-115.841667,31.658333,Chaparral,1196.0
Magnoliophyta,Magnoliopsida,Ebenales,Sapotaceae,Hierba,Lavanda,-99.711361,21.107344,Matorral Submontano,2198.0
Magnoliophyta,Magnoliopsida,Ebenales,Sapotaceae,Hierba,Lavanda,-99.824444,21.025278,Matorral Submontano,1976.0
Magnoliophyta,Magnoliopsida,Ebenales,Sapotaceae,Hierba,lavanda ,-99.658333,20.980278,Matorral Submontano,1605.0
Magnoliophyta,Magnoliopsida,Ebenales,Sapotaceae,Arbusto,Lavanda a blanca,-99.740639,21.019541,Matorral Desertico Rosetofilo,1391.0
Magnoliophyta,Magnoliopsida,Ebenales,Sapotaceae,Arbusto,Lavanda a blanca,-99.763889,21.036944,Matorral Desertico Rosetofilo,1286.0
Magnoliophyta,Magnoliopsida,Ebenales,Sapotaceae,Arbusto,Lavanda a blanca,-99.75779,21.07169,Matorral Desertico Rosetofilo,1800.0
Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Hierba,Blanca,-104.416944,27.479722,Matorral Desertico Microfilo,1528.0
Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Hierba,Blanca,-101.516667,29.2,Matorral Desertico Rosetofilo,576.0
Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Hierba,Blanca,-101.633333,28.283333,Matorral Espinoso Tamaulipeco,645.0
Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Hierba,Blanca,-102.7,29.283333,Matorral Desertico Rosetofilo,955.0
Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Hierba,Blanca,-101.37,26.34,Matorral Desertico Rosetofilo,1180.0
Magnoliophyta,Magnoliopsida,Gentianales,Apocynaceae,Hierba,Blanca,-101.37,26.34,Matorral Desertico Rosetofilo,1180.0
Magnoliophyta,Magnoliopsida,Geraniales,Oxalidaceae,Hierba,Amarillenta,-97.333333,18.2,Selva Baja Caducifolia,1845.0
Magnoliophyta,Magnoliopsida,Geraniales,Oxalidaceae,Hierba,Amarillenta,-97.258333,18.241667,Matorral Crasicaule,1208.0
Magnoliophyta,Magnoliopsida,Geraniales,Oxalidaceae,Hierba,Amarillenta,-99.906111,20.792778,Matorral Crasicaule,1883.0
Magnoliophyta,Magnoliopsida,Geraniales,Oxalidaceae,Hierba,Amarillenta,-99.783333,23.566667,Matorral Desertico Rosetofilo,2232.0
Magnoliophyta,Magnoliopsida,Geraniales,Oxalidaceae,Hierba,Amarillenta,-99.041667,24.691667,Matorral Submontano,823.0
Magnoliophyta,Magnoliopsida,Geraniales,Oxalidaceae,Hierba,Amarillenta,-97.273056,19.474722,Pastizal Natural,2599.0
Magnoliophyta,Magnoliopsida,Hamamelidales,Platanaceae,Árbol,Blanca,-99.4145,23.727333,Bosque de Encino,774.0
Magnoliophyta,Magnoliopsida,Hamamelidales,Platanaceae,Árbol,Blanca,-99.268472,23.435194,Matorral Submontano,547.0
Magnoliophyta,Magnoliopsida,Hamamelidales,Platanaceae,Árbol,Blanca,-101.359854,26.90083,Matorral Espinoso Tamaulipeco,734.0
Magnoliophyta,Magnoliopsida,Hamamelidales,Platanaceae,Árbol,Blanca,-101.826413,28.15111,Matorral Submontano,742.0
Magnoliophyta,Magnoliopsida,Hamamelidales,Platanaceae,Árbol,Blanca,-100.912,28.731,Matorral Espinoso Tamaulipeco,331.0
Magnoliophyta,Magnoliopsida,Hamamelidales,Platanaceae,Árbol,Blanca,-101.481669,27.810561,Matorral Submontano,581.0
Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,arbusto,Roja,-102.174167,25.286389,Matorral Desertico Rosetofilo,1501.0
Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,arbusto,Roja,-101.541667,25.975,Bosque de Pino,1967.0
Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,arbusto,Roja,-104.008333,24.008333,Pastizal Natural,1949.0
Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Hierba o arbusto,Blanco a rosa,-104.216667,27.308333,Matorral Desertico Microfilo,1440.0
Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Hierba o arbusto,Blanco a rosa,-101.865278,28.091667,Matorral Espinoso Tamaulipeco,636.0
Magnoliophyta,Magnoliopsida,Lamiales,Acanthaceae,Hierba o arbusto,Blanco a rosa,-102.07,27.13,Matorral Desertico Rosetofilo,1404.0
Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Árbol,Blanca,-99.180833,23.703056,Matorral Submontano,404.0
Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Árbol,Blanca,-99.275,23.425,Matorral Submontano,1109.0
Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Árbol,Blanca,-99.225,23.708333,Matorral Submontano,583.0
Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Árbol,Verdes,-99.488326,21.040116,Matorral Submontano,810.0
Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Árbol,Verdes,-99.731667,21.075,Matorral Submontano,1738.0
Magnoliophyta,Magnoliopsida,Magnoliales,Annonaceae,Árbol,Verdes,-99.511944,21.009167,Matorral Submontano,1008.0
Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hierba,Amarillenta,-98.791667,20.125,Pastizal Natural,2492.0
Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hierba,Amarillenta,-97.57,18.27,Selva Baja Caducifolia,2089.0
Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Hierba,Amarillenta,-99.77,20.823333,Matorral Crasicaule,2662.0
Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,arbusto,Amarillenta,-115.508333,31.608333,Matorral Desertico Microfilo,729.0
Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,arbusto,Amarillenta,-114.758333,29.741667,Matorral Sarcocrasicaule,581.0
Magnoliophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,arbusto,Amarillenta,-114.341667,29.541667,Matorral Desertico Microfilo,493.0
Magnoliophyta,Magnoliopsida,Malvales,Bombacaceae,Árbol,Blanca,-97.257628,18.184345,Selva Baja Caducifolia,1023.0
Magnoliophyta,Magnoliopsida,Malvales,Bombacaceae,Árbol,Blanca,-110.963889,29.022222,Mezquital,224.0
Magnoliophyta,Magnoliopsida,Malvales,Bombacaceae,Árbol,Rosa  ,-99.49685,20.98503,Matorral Submontano,1105.0
Magnoliophyta,Magnoliopsida,Malvales,Bombacaceae,Árbol,Rosa  ,-99.489833,20.991167,Matorral Submontano,1516.0
Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,arbusto,Amarilla,-109.491667,23.475,Matorral Sarcocaule,117.0
Magnoliophyta,Magnoliopsida,Malvales,Malvaceae,arbusto,Amarilla,-101.09,25.24,Pastizal Natural,1929.0
Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Hierba,Rosada,-110.433889,27.783333,Vegetacion Halofila,9.0
Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Hierba,Rosada,-110.996667,28.111667,Matorral Sarcocaule,79.0
Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Hierba,Rosada,-111.221389,28.099444,Matorral Sarcocaule,175.0
Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Hierba,Rosada,-100.055556,21.298611,Matorral Submontano,1354.0
Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Hierba,Rosada,-100.278333,21.305,Bosque de Pino-Encino,2252.0
Magnoliophyta,Magnoliopsida,Myrtales,Lythraceae,Hierba,Rosada,-100.055556,21.298611,Matorral Submontano,1354.0
Magnoliophyta,Magnoliopsida,Papaverales,Papaveraceae,Arbusto,Amarilla,-103.54507,28.83435,Matorral Desertico Microfilo,950.0
Magnoliophyta,Magnoliopsida,Papaverales,Papaveraceae,Arbusto,Amarilla,-104.475,29.577778,Matorral Desertico Microfilo,806.0
Magnoliophyta,Magnoliopsida,Papaverales,Papaveraceae,Arbusto,Amarilla,-103.697092,27.977078,Matorral Desertico Rosetofilo,2035.0
Magnoliophyta,Magnoliopsida,Papaverales,Papaveraceae,Hierba,Amarilla,-101.766667,26.583333,Matorral Desertico Microfilo,1026.0
Magnoliophyta,Magnoliopsida,Papaverales,Papaveraceae,Hierba,Amarilla,-102.116667,26.75,Matorral Desertico Rosetofilo,1509.0
Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Hierba,Azul a púrpura,-99.4431,23.5843,Bosque de Encino,910.0
Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Hierba,Azul a púrpura,-99.4092,24.09361,Bosque de Encino,516.0
Magnoliophyta,Magnoliopsida,Piperales,Piperaceae,Hierba,Azul a púrpura,-99.41058,24.09321,Bosque de Encino,461.0
Magnoliophyta,Magnoliopsida,Piperales,Saururaceae,Arbusto,Lavanda-rosada,-115.925,32.058333,Chaparral,1718.0
Magnoliophyta,Magnoliopsida,Piperales,Saururaceae,Arbusto,Lavanda-rosada,-115.425,31.408333,Matorral Desertico Microfilo,1091.0
Magnoliophyta,Magnoliopsida,Piperales,Saururaceae,Arbusto,Lavanda-rosada,-115.458333,30.208333,Matorral Desertico Microfilo,358.0
Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Hierba,"Azul brillante o lila, o el tubo blanco y los lobos lila o azules",-109.88764,23.948167,Matorral Sarcocrasicaule,37.0
Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Hierba,"Azul brillante o lila, o el tubo blanco y los lobos lila o azules",-111.909923,26.719604,Matorral Sarcocaule,24.0
Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Hierba,Azul claro,-112.402433,27.380199,Matorral Sarcocaule,375.0
Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Arbusto,"Azul o azul pálido, raramente blanca",-111.621139,26.407249,Matorral Sarcocrasicaule,129.0
Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Arbusto,"Azul o azul pálido, raramente blanca",-114.468225,27.534641,Matorral Sarcocaule,249.0
Magnoliophyta,Magnoliopsida,Plantaginales,Plantaginaceae,Arbusto,"Azul o azul pálido, raramente blanca",-110.29775,24.202236,Matorral Sarcocaule,12.0
Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Sufrútice,Blanca,-102.996944,23.726944,Matorral Crasicaule,2061.0
Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Sufrútice,Blanca,-102.217597,24.593511,Matorral Desertico Microfilo,1914.0
Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Sufrútice,Blanca,-101.203397,24.614719,Pastizal  Gipsofilo,1686.0
Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Hierba,Blanca,-113.025,27.591667,Matorral Sarcocaule,1167.0
Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Hierba,Blanca,-113.041667,27.641667,Matorral Sarcocaule,914.0
Magnoliophyta,Magnoliopsida,Plumbaginales,Plumbaginaceae,Hierba,Blanca,-110.995,24.501658,Matorral Sarcocaule,117.0
Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Arbusto,Blanca,-104.82,26.403333,Matorral Desertico Microfilo,1566.0
Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Arbusto,Blanca,-100.46592,26.0136,Matorral Desertico Rosetofilo,657.0
Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Arbusto,Blanca,-99.996111,24.246667,Matorral Desertico Rosetofilo,2081.0
Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Arbusto,Blanca,-100.47002,26.01388,Matorral Submontano,640.0
Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Arbusto,Blanca,-100.44281,26.04172,Matorral Submontano,720.0
Magnoliophyta,Magnoliopsida,Polygalales,Polygalaceae,Arbusto,Blanca,-100.071833,24.862167,Matorral Submontano,2263.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Hierba,Blanca,-110.602389,25.032411,Matorral Sarcocaule,54.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Hierba,Blanca,-111.1625,26.020556,Matorral Sarcocaule,10.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Hierba,Blanca,-111.295556,26.1025,No aplica,7.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Hierba,Blanca,-109.808333,24.158333,Matorral Sarcocaule,176.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Arbusto,Blanca,-114.775,29.775,Matorral Sarcocrasicaule,619.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Arbusto,Blanca,-115.808333,32.158333,Matorral Desertico Microfilo,754.0
Magnoliophyta,Magnoliopsida,Polygonales,Polygonaceae,Arbusto,Blanca,-115.233611,29.583611,Vegetacion Halofila,74.0
Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Arbusto,Blanca a amarillenta,-101.433333,24.616667,Matorral Desertico Rosetofilo,2243.0
Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,hierba,Blanca a amarillenta,-116.241667,31.175,Chaparral,173.0
Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Arbusto,Blanca a amarillenta,-100.53444,21.84528,Matorral Crasicaule,1837.0
Magnoliophyta,Magnoliopsida,Primulales,Primulaceae,Árbol,Blanca a amarillenta,-97.179444,18.263333,Matorral Crasicaule,1018.0
Magnoliophyta,Magnoliopsida,Rafflesiales,Rafflesiaceae,Hierba o sufrútice,Blanca a crema,-104.83185,29.869186,Matorral Desertico Rosetofilo,1709.0
Magnoliophyta,Magnoliopsida,Rafflesiales,Rafflesiaceae,Hierba o sufrútice,Blanca a crema,-104.016667,27.175,Matorral Desertico Rosetofilo,1600.0
Magnoliophyta,Magnoliopsida,Rafflesiales,Rafflesiaceae,Hierba o sufrútice,Blanca a crema,-104.01,27.17,Matorral Desertico Rosetofilo,1515.0
Magnoliophyta,Magnoliopsida,Rafflesiales,Rafflesiaceae,Hierba o sufrútice,Blanca a crema,-104.83,29.86,Matorral Desertico Rosetofilo,1660.0
Magnoliophyta,Magnoliopsida,Rafflesiales,Rafflesiaceae,Hierba o sufrútice,Blanca a crema,-104.841667,29.875,Matorral Desertico Rosetofilo,1651.0
Magnoliophyta,Magnoliopsida,Rafflesiales,Rafflesiaceae,Hierba o sufrútice,Blanca a crema,-104.025,27.175,Matorral Desertico Rosetofilo,1648.0
Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Arbusto,Amarilla,-99.723889,22.49,Matorral Crasicaule,1136.0
Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Arbusto,Amarilla,-98.885278,24.733611,Matorral Submontano,707.0
Magnoliophyta,Magnoliopsida,Ranunculales,Berberidaceae,Arbusto,Amarilla,-98.839722,24.678889,Matorral Submontano,794.0
